report_date,user_principal_name,display_name,last_activity_date,copilot_chat_last_activity,teams_last_activity,word_last_activity,excel_last_activity,outlook_last_activity,report_period,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-15,dev.patel@contoso.com,Dev Patel,2026-08-15,,,2026-08-15,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,sam.chen@contoso.com,Sam Chen,2026-08-15,,2026-08-15,,,2026-08-15,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,robin.hale@contoso.com,Robin Hale,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,lee.novak@contoso.com,Lee Novak,2026-08-15,,2026-08-15,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,kim.arroyo@contoso.com,Kim Arroyo,2026-08-15,2026-08-15,,2026-08-15,2026-08-15,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-15,batch-2026-09-04,MOCK
2026-08-14,aisha.rahman@contoso.com,Aisha Rahman,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,marco.silva@contoso.com,Marco Silva,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-14,2026-08-14,,2026-08-14,2026-08-14,2026-08-14,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,dev.patel@contoso.com,Dev Patel,2026-08-14,2026-08-14,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,sam.chen@contoso.com,Sam Chen,2026-08-14,2026-08-14,,2026-08-14,2026-08-14,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,robin.hale@contoso.com,Robin Hale,2026-08-14,2026-08-14,,2026-08-14,2026-08-14,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,lee.novak@contoso.com,Lee Novak,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,kim.arroyo@contoso.com,Kim Arroyo,2026-08-14,2026-08-14,2026-08-14,,2026-08-14,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-14,batch-2026-09-04,MOCK
2026-08-13,aisha.rahman@contoso.com,Aisha Rahman,2026-08-13,2026-08-13,,2026-08-13,2026-08-13,2026-08-13,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,marco.silva@contoso.com,Marco Silva,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-13,2026-08-13,,,,2026-08-13,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,dev.patel@contoso.com,Dev Patel,2026-08-13,2026-08-13,2026-08-13,,2026-08-13,2026-08-13,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,sam.chen@contoso.com,Sam Chen,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2026-08-13,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,robin.hale@contoso.com,Robin Hale,2026-08-13,2026-08-13,2026-08-13,,2026-08-13,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,lee.novak@contoso.com,Lee Novak,2026-08-13,2026-08-13,,2026-08-13,,2026-08-13,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,kim.arroyo@contoso.com,Kim Arroyo,2026-08-13,2026-08-13,,2026-08-13,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-13,batch-2026-09-04,MOCK
2026-08-12,aisha.rahman@contoso.com,Aisha Rahman,2026-08-12,2026-08-12,2026-08-12,2026-08-12,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,marco.silva@contoso.com,Marco Silva,2026-08-12,,2026-08-12,,2026-08-12,2026-08-12,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-12,2026-08-12,2026-08-12,,,2026-08-12,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,dev.patel@contoso.com,Dev Patel,2026-08-12,2026-08-12,2026-08-12,2026-08-12,,2026-08-12,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,sam.chen@contoso.com,Sam Chen,2026-08-12,2026-08-12,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,robin.hale@contoso.com,Robin Hale,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,lee.novak@contoso.com,Lee Novak,2026-08-12,2026-08-12,,,,2026-08-12,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,kim.arroyo@contoso.com,Kim Arroyo,2026-08-12,2026-08-12,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-12,batch-2026-09-04,MOCK
2026-08-11,aisha.rahman@contoso.com,Aisha Rahman,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,marco.silva@contoso.com,Marco Silva,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-11,2026-08-11,2026-08-11,2026-08-11,2026-08-11,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,dev.patel@contoso.com,Dev Patel,2026-08-11,2026-08-11,2026-08-11,2026-08-11,,2026-08-11,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,sam.chen@contoso.com,Sam Chen,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,robin.hale@contoso.com,Robin Hale,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,lee.novak@contoso.com,Lee Novak,2026-08-11,2026-08-11,2026-08-11,,,2026-08-11,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,kim.arroyo@contoso.com,Kim Arroyo,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-11,batch-2026-09-04,MOCK
2026-08-10,aisha.rahman@contoso.com,Aisha Rahman,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,marco.silva@contoso.com,Marco Silva,2026-08-10,2026-08-10,2026-08-10,,2026-08-10,2026-08-10,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-10,2026-08-10,2026-08-10,,,2026-08-10,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,dev.patel@contoso.com,Dev Patel,2026-08-10,2026-08-10,2026-08-10,2026-08-10,2026-08-10,2026-08-10,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,sam.chen@contoso.com,Sam Chen,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,robin.hale@contoso.com,Robin Hale,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,lee.novak@contoso.com,Lee Novak,2026-08-10,,,,,2026-08-10,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,kim.arroyo@contoso.com,Kim Arroyo,2026-08-10,2026-08-10,,2026-08-10,2026-08-10,2026-08-10,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-10,batch-2026-09-04,MOCK
2026-08-09,aisha.rahman@contoso.com,Aisha Rahman,2026-08-09,2026-08-09,2026-08-09,2026-08-09,2026-08-09,2026-08-09,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,marco.silva@contoso.com,Marco Silva,2026-08-09,2026-08-09,2026-08-09,2026-08-09,2026-08-09,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,jenny.oyelaran@contoso.com,Jenny Oyelaran,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,dev.patel@contoso.com,Dev Patel,2026-08-09,2026-08-09,2026-08-09,,,2026-08-09,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,sam.chen@contoso.com,Sam Chen,2026-08-09,2026-08-09,2026-08-09,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,robin.hale@contoso.com,Robin Hale,2026-08-09,2026-08-09,,,2026-08-09,2026-08-09,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,lee.novak@contoso.com,Lee Novak,2026-08-09,2026-08-09,2026-08-09,2026-08-09,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,kim.arroyo@contoso.com,Kim Arroyo,2026-08-09,2026-08-09,2026-08-09,2026-08-09,,2026-08-09,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-09,batch-2026-09-04,MOCK
2026-08-08,aisha.rahman@contoso.com,Aisha Rahman,2026-08-08,2026-08-08,,,,2026-08-08,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,marco.silva@contoso.com,Marco Silva,2026-08-08,2026-08-08,2026-08-08,,2026-08-08,2026-08-08,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-08,2026-08-08,,,2026-08-08,2026-08-08,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,dev.patel@contoso.com,Dev Patel,2026-08-08,2026-08-08,2026-08-08,2026-08-08,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,sam.chen@contoso.com,Sam Chen,2026-08-08,2026-08-08,2026-08-08,2026-08-08,,2026-08-08,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,robin.hale@contoso.com,Robin Hale,2026-08-08,2026-08-08,2026-08-08,,2026-08-08,2026-08-08,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,lee.novak@contoso.com,Lee Novak,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,kim.arroyo@contoso.com,Kim Arroyo,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-08,batch-2026-09-04,MOCK
2026-08-07,aisha.rahman@contoso.com,Aisha Rahman,2026-08-07,2026-08-07,,2026-08-07,2026-08-07,2026-08-07,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,marco.silva@contoso.com,Marco Silva,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-07,2026-08-07,2026-08-07,2026-08-07,,2026-08-07,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,dev.patel@contoso.com,Dev Patel,2026-08-07,2026-08-07,2026-08-07,,2026-08-07,2026-08-07,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,sam.chen@contoso.com,Sam Chen,2026-08-07,2026-08-07,,2026-08-07,,2026-08-07,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,robin.hale@contoso.com,Robin Hale,2026-08-07,2026-08-07,,,,2026-08-07,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,lee.novak@contoso.com,Lee Novak,2026-08-07,,2026-08-07,,,2026-08-07,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,kim.arroyo@contoso.com,Kim Arroyo,2026-08-07,2026-08-07,,2026-08-07,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-07,batch-2026-09-04,MOCK
2026-08-06,aisha.rahman@contoso.com,Aisha Rahman,2026-08-06,,2026-08-06,2026-08-06,2026-08-06,2026-08-06,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,marco.silva@contoso.com,Marco Silva,2026-08-06,2026-08-06,2026-08-06,,,2026-08-06,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-06,2026-08-06,2026-08-06,,,2026-08-06,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,dev.patel@contoso.com,Dev Patel,2026-08-06,2026-08-06,2026-08-06,,,2026-08-06,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,sam.chen@contoso.com,Sam Chen,2026-08-06,2026-08-06,2026-08-06,2026-08-06,2026-08-06,2026-08-06,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,robin.hale@contoso.com,Robin Hale,2026-08-06,2026-08-06,2026-08-06,2026-08-06,2026-08-06,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,lee.novak@contoso.com,Lee Novak,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,kim.arroyo@contoso.com,Kim Arroyo,2026-08-06,2026-08-06,2026-08-06,2026-08-06,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-06,batch-2026-09-04,MOCK
2026-08-05,aisha.rahman@contoso.com,Aisha Rahman,2026-08-05,2026-08-05,2026-08-05,2026-08-05,2026-08-05,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,marco.silva@contoso.com,Marco Silva,2026-08-05,2026-08-05,,,,2026-08-05,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-05,,,2026-08-05,2026-08-05,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,dev.patel@contoso.com,Dev Patel,2026-08-05,,2026-08-05,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,sam.chen@contoso.com,Sam Chen,2026-08-05,2026-08-05,2026-08-05,,,2026-08-05,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,robin.hale@contoso.com,Robin Hale,2026-08-05,2026-08-05,2026-08-05,,2026-08-05,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,lee.novak@contoso.com,Lee Novak,2026-08-05,2026-08-05,,2026-08-05,,2026-08-05,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,kim.arroyo@contoso.com,Kim Arroyo,2026-08-05,2026-08-05,2026-08-05,,,2026-08-05,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-05,batch-2026-09-04,MOCK
2026-08-04,aisha.rahman@contoso.com,Aisha Rahman,2026-08-04,,2026-08-04,,2026-08-04,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,marco.silva@contoso.com,Marco Silva,2026-08-04,2026-08-04,,2026-08-04,2026-08-04,2026-08-04,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-04,2026-08-04,2026-08-04,2026-08-04,2026-08-04,2026-08-04,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,dev.patel@contoso.com,Dev Patel,2026-08-04,2026-08-04,2026-08-04,2026-08-04,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,sam.chen@contoso.com,Sam Chen,2026-08-04,,,2026-08-04,2026-08-04,2026-08-04,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,robin.hale@contoso.com,Robin Hale,2026-08-04,2026-08-04,,2026-08-04,,2026-08-04,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,lee.novak@contoso.com,Lee Novak,2026-08-04,2026-08-04,,2026-08-04,,2026-08-04,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,kim.arroyo@contoso.com,Kim Arroyo,2026-08-04,2026-08-04,2026-08-04,2026-08-04,2026-08-04,2026-08-04,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-04,batch-2026-09-04,MOCK
2026-08-03,aisha.rahman@contoso.com,Aisha Rahman,2026-08-03,,2026-08-03,,2026-08-03,2026-08-03,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,marco.silva@contoso.com,Marco Silva,2026-08-03,2026-08-03,2026-08-03,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-03,2026-08-03,2026-08-03,,,2026-08-03,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,dev.patel@contoso.com,Dev Patel,2026-08-03,2026-08-03,2026-08-03,,2026-08-03,2026-08-03,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,sam.chen@contoso.com,Sam Chen,2026-08-03,,2026-08-03,,,2026-08-03,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,robin.hale@contoso.com,Robin Hale,2026-08-03,2026-08-03,2026-08-03,2026-08-03,,2026-08-03,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,lee.novak@contoso.com,Lee Novak,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,kim.arroyo@contoso.com,Kim Arroyo,2026-08-03,2026-08-03,2026-08-03,,,2026-08-03,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-03,batch-2026-09-04,MOCK
2026-08-02,aisha.rahman@contoso.com,Aisha Rahman,2026-08-02,2026-08-02,,2026-08-02,,2026-08-02,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,marco.silva@contoso.com,Marco Silva,2026-08-02,2026-08-02,,,2026-08-02,2026-08-02,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,jenny.oyelaran@contoso.com,Jenny Oyelaran,2026-08-02,2026-08-02,2026-08-02,,2026-08-02,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,dev.patel@contoso.com,Dev Patel,,,,,,,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,sam.chen@contoso.com,Sam Chen,2026-08-02,,2026-08-02,,,2026-08-02,D7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,graph.getMicrosoft365CopilotUsageUserDetail,2026-08-02,batch-2026-09-04,MOCK
