usage_date,consumer_id,consumer_type,meter_id,meter_name,capability,credit_rate,credits_consumed,unit_price_usd,cost_usd,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-07,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,2699,0.01,26.99,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2002,0.01,20.02,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1072,0.01,10.72,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1886,0.01,18.86,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1089,0.01,10.89,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-07,batch-2026-09-04,MOCK
2026-08-06,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,1958,0.01,19.58,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,772,0.01,7.72,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1334,0.01,13.34,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1216,0.01,12.16,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,309,0.01,3.09,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-06,batch-2026-09-04,MOCK
2026-08-05,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1410,0.01,14.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1180,0.01,11.8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1780,0.01,17.8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1187,0.01,11.87,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2813,0.01,28.13,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-05,batch-2026-09-04,MOCK
2026-08-04,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1784,0.01,17.84,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1696,0.01,16.96,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,2129,0.01,21.29,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,268,0.01,2.68,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,lee.novak@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,256,0.01,2.56,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-04,batch-2026-09-04,MOCK
2026-08-03,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2774,0.01,27.74,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1934,0.01,19.34,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,537,0.01,5.37,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,1336,0.01,13.36,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1469,0.01,14.69,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-03,batch-2026-09-04,MOCK
2026-08-02,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,2602,0.01,26.02,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1470,0.01,14.7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,kim.arroyo@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1177,0.01,11.77,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1201,0.01,12.01,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,jenny.oyelaran@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,1979,0.01,19.79,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-02,batch-2026-09-04,MOCK
2026-08-01,marco.silva@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,agent_action,3,2928,0.01,29.28,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,dev.patel@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Autopilot,3,689,0.01,6.89,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,sam.chen@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,762,0.01,7.62,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,robin.hale@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,Cowork,2,871,0.01,8.71,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,aisha.rahman@contoso.com,User,m365-copilot-credit,Microsoft 365 Copilot Credits,generative_answer,2,1620,0.01,16.2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.billing / costmanagement,2026-08-01,batch-2026-09-04,MOCK
